Document,Date,SalePrice,PropertyID,PropertyType,ym,zhvi_px,zhvi_idx,AdjSalePrice,NbrLivingUnits,SqFtLot,SqFtTotLiving,SqFtFinBasement,Bathrooms,Bedrooms,BldgGrade,YrBuilt,YrRenovated,TrafficNoise,LandVal,ImpsVal,ZipCode,NewConstruction
11558,28/07/2006,399999,3461000182,Single Family,01/07/2006,407700,0.936810662,426980,1,11235,1820,650,2.25,3,7,1961,0,0,172000,222000,98155,FALSE
11559,06/02/2009,417000,3461900040,Single Family,01/02/2009,374400,0.860294118,484718,1,14701,2090,600,1.75,3,8,1978,0,0,269000,263000,98052,FALSE
11560,21/06/2006,458000,3461900100,Single Family,01/06/2006,404400,0.929227941,492882,1,11200,1830,350,2.5,4,8,1984,0,0,242000,260000,98052,FALSE
11561,24/01/2006,420000,3463400220,Single Family,01/01/2006,383200,0.880514706,476994,1,36905,1990,0,2.5,3,8,1989,0,0,124000,253000,98092,FALSE
11562,17/07/2012,172500,3468800310,Single Family,01/07/2012,325300,0.747472426,230778,1,4000,1800,750,1.75,3,6,1933,0,2,88000,142000,98108,FALSE
11563,26/01/2006,775000,3469000020,Single Family,01/01/2006,383200,0.880514706,880167,1,9532,2550,930,2.5,3,9,1968,0,0,666000,352000,98033,FALSE
11569,19/04/2010,1145000,3475000050,Single Family,01/04/2010,349100,0.802159926,1427396,1,9762,3290,0,2.5,3,10,2008,0,0,541000,791000,98040,FALSE
11570,06/06/2008,379950,3475800050,Single Family,01/06/2008,403200,0.926470588,410105,1,4674,1330,610,1.5,3,7,1926,0,1,200000,256000,98116,FALSE
11571,01/05/2006,489000,3487800065,Single Family,01/05/2006,400600,0.920496324,531235,1,5250,1740,700,2,3,7,1946,0,1,241000,260000,98116,FALSE
11572,27/03/2007,402000,3487800115,Single Family,01/03/2007,429600,0.987132353,407240,1,5850,1510,400,1,3,7,1924,0,0,229000,252000,98116,FALSE
11573,05/06/2006,359950,3488300080,Single Family,01/06/2006,404400,0.929227941,387365,1,5600,1090,140,1,2,6,1920,0,0,229000,150000,98116,FALSE
11574,08/06/2007,599900,3488300115,Single Family,01/06/2007,433200,0.995404412,602670,1,5700,2140,900,2,4,7,1910,0,0,275000,341000,98116,FALSE
11575,27/01/2015,799990,3491300082,Single Family,01/01/2015,415400,0.954503676,838121,1,5808,2540,720,3.5,4,8,1910,1986,0,276000,508000,98117,FALSE
11576,24/04/2011,455000,3491300113,Single Family,01/04/2011,318700,0.732306985,621324,1,4800,1690,750,1.75,3,8,1931,0,0,261000,336000,98117,FALSE
11577,05/07/2006,473000,3491300248,Single Family,01/07/2006,407700,0.936810662,504905,1,5400,1590,470,1.75,3,7,1942,0,0,283000,219000,98117,FALSE
11579,23/07/2007,380000,3500100008,Single Family,01/07/2007,434200,0.997702206,380875,1,8156,1310,0,2,4,7,1950,0,1,169000,163000,98155,FALSE
11580,20/02/2007,302500,3500100015,Single Family,01/02/2007,427800,0.982996324,307733,1,8183,830,0,1,2,6,1950,0,1,169000,144000,98155,FALSE
11581,02/07/2009,375000,3500100076,Single Family,01/07/2009,354400,0.814338235,460497,1,7889,1610,350,3,4,7,1964,0,0,163000,233000,98155,FALSE
11582,25/06/2013,399950,3500100076,Single Family,01/06/2013,366100,0.841222426,475439,1,7889,1610,350,3,4,7,1964,0,0,163000,233000,98155,FALSE
11583,17/05/2010,249950,3500100100,Single Family,01/05/2010,347800,0.799172794,312761,1,8160,810,0,1,2,6,1952,0,0,177000,108000,98155,FALSE
11584,24/04/2007,279000,3500100115,Single Family,01/04/2007,430900,0.990119485,281784,2,8333,3580,0,4.5,6,8,2010,0,0,177000,467000,98155,FALSE
11585,12/01/2010,345000,3500100116,Single Family,01/01/2010,350800,0.806066176,428005,1,8160,1260,0,1.75,3,7,1947,0,0,177000,192000,98155,FALSE
11586,16/02/2007,375000,3500100141,Single Family,01/02/2007,427800,0.982996324,381487,1,8499,1250,0,1,3,7,1948,0,0,177000,166000,98155,FALSE
11587,20/04/2007,390000,3500100176,Single Family,01/04/2007,430900,0.990119485,393892,1,8202,790,0,1,2,6,1947,0,0,177000,67000,98155,FALSE
11588,22/04/2009,452000,3501100175,Single Family,01/04/2009,365000,0.838694853,538933,1,4800,1520,480,2,3,7,1937,1985,0,165000,299000,98117,FALSE
11589,12/07/2006,340000,3501100290,Single Family,01/07/2006,407700,0.936810662,362934,1,4650,980,0,1,2,7,1950,0,0,165000,206000,98117,FALSE
11590,18/03/2012,369500,3501600100,Single Family,01/03/2012,313600,0.720588235,512776,1,4800,920,140,1,3,6,1926,0,0,165000,203000,98117,FALSE
11591,07/12/2012,385000,3501600135,Single Family,01/12/2012,339400,0.779871324,493671,1,4800,1490,0,2,3,6,1948,0,1,149000,277000,98117,FALSE
11592,28/04/2009,470000,3501600150,Single Family,01/04/2009,365000,0.838694853,560395,1,4800,2350,860,2.75,4,7,1988,0,0,165000,320000,98117,FALSE
11593,13/02/2007,452000,3501600235,Single Family,01/02/2007,427800,0.982996324,459819,1,8640,1770,250,1,2,6,1949,0,0,193000,258000,98117,FALSE
11594,01/06/2006,420000,3505100155,Single Family,01/06/2006,404400,0.929227941,451988,1,5500,1160,0,1,2,7,1949,0,0,221000,224000,98116,FALSE
11595,15/07/2008,445000,3505100297,Single Family,01/07/2008,400300,0.919806985,483797,1,4550,1240,0,1.75,3,7,1951,0,0,207000,232000,98116,FALSE
11596,11/06/2008,639000,3505100335,Single Family,01/06/2008,403200,0.926470588,689714,1,7840,2860,990,2.25,5,7,1942,1999,0,249000,385000,98116,FALSE
11597,13/03/2008,1185000,3508100260,Single Family,01/03/2008,415100,0.953814338,1242380,1,10281,2730,820,2.25,3,10,1977,0,0,629000,605000,98116,FALSE
11598,24/10/2006,361375,3509600020,Single Family,01/10/2006,418300,0.961167279,375975,1,8041,2000,950,1.75,4,7,1957,0,0,85000,167000,98168,FALSE
11599,07/09/2006,305000,3509600070,Single Family,01/09/2006,414800,0.953125,320000,1,9000,1370,0,1.5,3,7,1962,0,0,87000,96000,98168,FALSE
11600,15/07/2011,144000,3509600070,Single Family,01/07/2011,314100,0.721737132,199519,1,9000,1370,0,1.5,3,7,1962,0,0,87000,96000,98168,FALSE
11601,25/07/2014,225000,3509600070,Single Family,01/07/2014,402000,0.923713235,243582,1,9000,1370,0,1.5,3,7,1962,0,0,87000,96000,98168,FALSE
11602,12/08/2009,286500,3510500150,Single Family,01/08/2009,352600,0.810202206,353615,1,7200,1980,880,2,5,7,1960,0,0,105000,232000,98146,FALSE
11603,23/05/2007,395000,3512000030,Single Family,01/05/2007,432100,0.992876838,397834,1,10733,2480,1140,1.75,5,7,1966,0,1,119000,147000,98030,FALSE
11604,17/02/2006,319950,3512100040,Single Family,01/02/2006,387600,0.890625,359242,1,10384,1770,0,2.5,3,7,1997,0,0,127000,127000,98030,FALSE
11605,24/02/2015,139000,3512100050,Single Family,01/02/2015,417900,0.960248162,144754,1,10648,1410,0,1.5,4,7,1966,0,0,127000,100000,98030,FALSE
11606,17/07/2007,397000,3512100110,Single Family,01/07/2007,434200,0.997702206,397914,1,9658,2170,0,2.75,4,7,1966,0,0,127000,134000,98030,FALSE
11607,18/08/2006,264950,3518000180,Single Family,01/08/2006,411100,0.944623162,280482,1,7323,1100,320,1,2,7,1982,0,0,58000,115000,98023,FALSE
11608,24/07/2006,470000,3521059124,Single Family,01/07/2006,407700,0.936810662,501702,1,216344,2550,0,2.5,2,7,1993,0,2,142000,224000,98092,FALSE
11609,27/08/2012,227000,3521059124,Single Family,01/08/2012,327500,0.752527574,301650,1,216344,2550,0,2.5,2,7,1993,0,2,142000,224000,98092,FALSE
11610,17/08/2009,499000,3521069051,Single Family,01/08/2009,352600,0.810202206,615896,1,122038,2380,0,2.25,4,8,1984,0,0,152000,254000,98022,FALSE
11611,04/04/2006,560000,3521069068,Single Family,01/04/2006,396500,0.911075368,614658,1,193115,2400,0,2.5,3,8,1989,0,0,179000,255000,98022,FALSE
11612,23/09/2008,430000,3521069142,Single Family,01/09/2008,394900,0.907398897,473882,1,74297,2260,0,2.5,3,9,1992,0,0,131000,251000,98022,FALSE
11616,07/11/2014,290000,3523069060,Single Family,01/11/2014,410700,0.943704044,307300,1,63597,1340,0,1.75,3,7,1963,0,0,167000,203000,98038,FALSE
11617,11/07/2013,693000,3523069108,Single Family,01/07/2013,370700,0.851792279,813579,1,131986,4160,1250,3.25,3,9,2002,0,0,209000,511000,98038,FALSE
11618,30/03/2006,1210000,3523069147,Single Family,01/03/2006,392100,0.900965074,1343004,1,102366,4970,0,3.75,4,11,2000,0,0,330000,640000,98038,FALSE
11619,19/01/2006,916000,3523069176,Single Family,01/01/2006,383200,0.880514706,1040301,1,78844,4680,890,4.75,4,11,1998,0,0,324000,535000,98038,FALSE
11620,27/10/2006,1575000,3523069180,Single Family,01/10/2006,418300,0.961167279,1638633,1,114563,6900,0,5.75,4,12,2000,0,0,314000,953000,98038,FALSE
11621,07/10/2010,775000,3523069183,Single Family,01/10/2010,334700,0.769071691,1007708,1,92347,3990,0,2.5,3,11,1997,0,0,330000,514000,98038,FALSE
11622,23/03/2010,400000,3524039027,Single Family,01/03/2010,350300,0.804917279,496945,1,5110,1840,760,1.75,4,7,1954,0,0,201000,250000,98126,FALSE
11623,20/03/2006,889000,3524039053,Single Family,01/03/2006,392100,0.900965074,986720,1,4000,3080,500,3.5,3,9,2001,0,0,194000,572000,98136,FALSE
11624,01/09/2006,1625500,3524039055,Single Family,01/09/2006,414800,0.953125,1705443,1,8887,2970,0,2.5,3,10,1988,0,3,692000,691000,98136,FALSE
11626,08/02/2006,1028000,3524039133,Single Family,01/02/2006,387600,0.890625,1154246,1,15031,4440,1200,4,5,9,1911,0,0,217000,724000,98136,FALSE
11627,14/03/2011,620000,3524039139,Single Family,01/03/2011,321600,0.738970588,839005,1,8400,3520,1710,1.75,4,8,1949,0,0,225000,516000,98136,FALSE
11628,08/03/2006,575000,3524039160,Single Family,01/03/2006,392100,0.900965074,638205,1,9183,1200,170,1,2,8,1949,0,0,229000,281000,98136,FALSE
11629,07/07/2010,619000,3524039192,Single Family,01/07/2010,342800,0.787683824,785848,1,12600,2660,1250,1.5,4,9,1953,0,1,218000,437000,98136,FALSE
11630,13/08/2007,775000,3524039202,Single Family,01/08/2007,434600,0.998621324,776070,1,7232,2950,1430,2.25,3,8,1983,0,0,283000,428000,98136,FALSE
11631,26/05/2006,687000,3524039206,Single Family,01/05/2006,400600,0.920496324,746336,1,15360,3300,1650,2.25,5,9,1963,0,0,327000,674000,98136,FALSE
11633,19/05/2006,1255000,3524049144,Single Family,01/05/2006,400600,0.920496324,1363395,1,8400,4000,0,2.75,4,8,1958,0,0,874000,366000,98118,FALSE
11634,30/05/2006,478000,3524049174,Single Family,01/05/2006,400600,0.920496324,519285,1,5200,1930,470,2.5,3,9,1991,0,0,205000,357000,98118,FALSE
11636,19/10/2006,3625000,3525069028,Single Family,01/10/2006,418300,0.961167279,3771456,1,300128,7150,0,5.25,4,13,2005,0,0,778000,1692000,98074,FALSE
11638,10/12/2007,664500,3526039101,Single Family,01/12/2007,425200,0.977022059,680128,1,6120,2680,1340,1.75,4,8,1959,0,1,289000,358000,98117,FALSE
11639,12/10/2006,677000,3526039179,Single Family,01/10/2006,418300,0.961167279,704352,1,8197,1910,0,1.75,4,8,1965,0,0,369000,284000,98117,FALSE
11640,24/06/2013,649000,3526039186,Single Family,01/06/2013,366100,0.841222426,771496,1,8197,2440,1160,2.25,3,7,1942,2012,0,359000,377000,98117,FALSE
11642,26/08/2008,589950,3526069073,Single Family,01/08/2008,397900,0.914292279,645253,1,207781,2560,0,2.5,4,8,1991,0,0,345000,280000,98053,FALSE
11643,23/05/2007,877000,3527300010,Single Family,01/05/2007,432100,0.992876838,883292,1,9670,3910,0,3.5,4,9,2001,0,0,264000,524000,98029,FALSE
11644,25/07/2007,1830000,3528000040,Single Family,01/07/2007,434200,0.997702206,1834215,1,224442,5290,750,3.25,3,11,1988,0,0,351000,921000,98053,FALSE
11645,01/10/2014,1690000,3528000040,Single Family,01/10/2014,407400,0.936121324,1805322,1,224442,5290,750,3.25,3,11,1988,0,0,351000,921000,98053,FALSE
11646,04/01/2006,875000,3528000140,Single Family,01/01/2006,383200,0.880514706,993737,1,30649,3720,0,2.5,4,10,1988,0,0,292000,542000,98053,FALSE
11647,29/11/2006,980000,3528000140,Single Family,01/11/2006,421200,0.967830882,1012574,1,30649,3720,0,2.5,4,10,1988,0,0,292000,542000,98053,FALSE
11648,02/04/2008,815000,3528000290,Single Family,01/04/2008,411700,0.946001838,861521,1,33206,2610,0,2.5,4,10,1988,0,0,295000,431000,98053,FALSE
11649,14/08/2008,800000,3528000290,Single Family,01/08/2008,397900,0.914292279,874994,1,33206,2610,0,2.5,4,10,1988,0,0,295000,431000,98053,FALSE
11650,30/07/2008,1155000,3528010100,Single Family,01/07/2008,400300,0.919806985,1255698,1,56716,3805,0,3.25,4,10,1988,0,0,313000,587000,98053,FALSE
11651,12/12/2007,425000,3528400100,Single Family,01/12/2007,425200,0.977022059,434995,1,7274,3010,0,3,5,9,1998,0,0,120000,273000,98031,FALSE
11652,18/01/2008,850000,3528900060,Single Family,01/01/2008,421900,0.969439338,876795,1,4000,2490,820,2.5,3,8,1918,0,0,416000,679000,98109,FALSE
11653,14/05/2008,815000,3528900085,Single Family,01/05/2008,407400,0.936121324,870614,1,3200,2450,780,2.25,4,9,1929,0,0,353000,555000,98109,FALSE
11654,08/09/2006,998500,3528900086,Single Family,01/09/2006,414800,0.953125,1047607,1,3200,2800,890,3.25,5,9,1932,0,1,317000,958000,98109,FALSE
11655,01/03/2006,612500,3528900160,Single Family,01/03/2006,392100,0.900965074,679827,1,5250,1370,300,1,3,7,1939,0,0,582000,20000,98109,FALSE
11656,19/04/2012,1475000,3528900401,Single Family,01/04/2012,315200,0.724264706,2036548,1,5445,3140,900,3.25,3,10,1913,0,1,762000,876000,98109,FALSE
11657,16/10/2006,928500,3528900440,Single Family,01/10/2006,418300,0.961167279,966013,1,3938,3070,1000,3.5,4,9,1911,0,0,416000,904000,98109,FALSE
11658,20/03/2012,1148500,3528900440,Single Family,01/03/2012,313600,0.720588235,1593837,1,3938,3070,1000,3.5,4,9,1911,0,0,416000,904000,98109,FALSE
11659,30/01/2008,1240000,3528900570,Single Family,01/01/2008,421900,0.969439338,1279090,1,3680,3120,1020,2.25,3,9,1923,0,0,382000,867000,98109,FALSE
11660,18/09/2008,594900,3528900735,Townhouse,01/09/2008,394900,0.907398897,655610,1,1429,1780,210,2.5,4,8,2007,0,0,160000,492000,98109,TRUE
11666,26/09/2007,613750,3528901210,Multiplex,01/09/2007,433500,0.99609375,616157,3,2800,1800,620,3,5,7,1956,0,2,126000,348000,98109,FALSE
11667,02/09/2009,480000,3528950060,Single Family,01/09/2009,351800,0.808363971,593792,1,3773,2130,0,2.5,3,8,2008,0,0,248000,329000,98029,TRUE
11670,01/06/2006,453000,3529000060,Single Family,01/06/2006,404400,0.929227941,487501,1,7808,1830,0,2.5,4,8,1989,0,0,252000,256000,98029,FALSE
11671,19/03/2007,562000,3529000150,Single Family,01/03/2007,429600,0.987132353,569326,1,6929,2250,0,2.5,4,8,1989,0,0,252000,316000,98029,FALSE
11672,14/05/2010,435000,3529000150,Single Family,01/05/2010,347800,0.799172794,544313,1,6929,2250,0,2.5,4,8,1989,0,0,252000,316000,98029,FALSE
11673,09/07/2007,515000,3529000280,Single Family,01/07/2007,434200,0.997702206,516186,1,7748,2010,0,2.5,3,8,1988,0,0,252000,273000,98029,FALSE
11674,12/06/2007,590000,3529000440,Single Family,01/06/2007,433200,0.995404412,592724,1,8054,2040,0,2.5,4,8,1988,0,0,252000,273000,98029,FALSE
11675,16/04/2009,427888,3529000460,Single Family,01/04/2009,365000,0.838694853,510183,1,7018,2100,0,2.5,4,8,1988,0,0,252000,280000,98029,FALSE
11676,11/04/2008,558000,3529000680,Single Family,01/04/2008,411700,0.946001838,589851,1,7646,2110,0,2.25,4,8,1988,0,0,252000,306000,98029,FALSE
11677,03/08/2006,415000,3529300160,Single Family,01/08/2006,411100,0.944623162,439329,1,6750,2440,0,2.5,4,8,1990,0,0,110000,243000,98031,FALSE
11678,03/04/2007,799000,3529500070,Single Family,01/04/2007,430900,0.990119485,806973,1,20211,3270,0,3,4,10,1993,0,0,252000,550000,98053,FALSE
11679,15/09/2011,710000,3529500210,Single Family,01/09/2011,312000,0.716911765,990359,1,29856,3370,0,2.75,4,10,1994,0,0,265000,565000,98053,FALSE
11680,13/07/2006,900000,3529600010,Single Family,01/07/2006,407700,0.936810662,960706,1,26597,3650,0,2.5,4,10,1996,0,0,262000,621000,98053,FALSE
11681,01/12/2006,665000,3530200290,Single Family,01/12/2006,423400,0.972886029,683533,1,36761,2620,0,2.5,4,9,1986,0,0,226000,446000,98077,FALSE
11682,22/03/2006,270000,3530410020,Single Family,01/03/2006,392100,0.900965074,299679,1,3272,1090,0,1.75,2,8,1970,0,0,65000,164000,98198,FALSE
11683,26/02/2010,299000,3530410020,Single Family,01/02/2010,350900,0.806295956,370832,1,3272,1090,0,1.75,2,8,1970,0,0,65000,164000,98198,FALSE
11684,01/06/2010,260000,3530410140,Single Family,01/06/2010,345800,0.794577206,327218,1,4370,1520,0,1.75,3,8,1971,0,0,65000,164000,98198,FALSE
11685,18/03/2008,220000,3530420020,Single Family,01/03/2008,415100,0.953814338,230653,1,2784,950,0,1,2,8,1972,0,0,63000,117000,98198,FALSE
11686,04/12/2007,235000,3530420100,Single Family,01/12/2007,425200,0.977022059,240527,1,2607,930,0,1,2,8,1972,0,0,77000,84000,98198,FALSE
11687,18/05/2010,237000,3530430030,Single Family,01/05/2010,347800,0.799172794,296557,1,5547,1450,0,1.75,2,8,1975,0,0,70000,136000,98198,FALSE
11688,02/05/2006,206500,3530430050,Single Family,01/05/2006,400600,0.920496324,224335,1,2497,970,0,1,2,8,1974,0,0,63000,101000,98198,FALSE
11689,05/06/2007,255000,3530440090,Single Family,01/06/2007,433200,0.995404412,256177,1,4051,1160,0,1.75,2,8,1975,0,0,65000,147000,98198,FALSE
11690,06/10/2006,300000,3530440140,Single Family,01/10/2006,418300,0.961167279,312120,1,4495,1370,0,1.75,2,8,1975,0,0,65000,159000,98198,FALSE
11691,10/06/2008,246000,3530450090,Single Family,01/06/2008,403200,0.926470588,265524,1,3456,1000,0,1.75,2,8,1975,0,0,65000,133000,98198,FALSE
11692,02/04/2008,245000,3530450100,Single Family,01/04/2008,411700,0.946001838,258985,1,3554,1000,0,1.75,2,8,1975,0,0,65000,131000,98198,TRUE
11693,25/06/2009,175500,3530460020,Single Family,01/06/2009,357100,0.820542279,213883,1,3441,970,0,1,2,8,1977,0,0,65000,151000,98198,FALSE
11694,02/11/2007,243500,3530470120,Single Family,01/11/2007,428400,0.984375,247365,1,3708,1010,0,1.75,2,8,1977,0,0,65000,136000,98198,FALSE
11695,30/10/2006,235000,3530470240,Single Family,01/10/2006,418300,0.961167279,244494,1,2931,1100,0,1.5,2,8,1977,0,0,63000,132000,98198,FALSE
11696,03/09/2009,206200,3530470240,Single Family,01/09/2009,351800,0.808363971,255083,1,2931,1100,0,1.5,2,8,1977,0,0,63000,132000,98198,FALSE
11697,19/10/2009,275000,3530490070,Single Family,01/10/2009,351200,0.806985294,340774,1,5680,1440,0,1.75,2,8,1978,0,0,70000,167000,98198,FALSE
11698,24/02/2006,209000,3530490160,Single Family,01/02/2006,387600,0.890625,234667,1,3447,930,0,1,2,8,1978,0,0,65000,127000,98198,FALSE
11699,26/04/2006,197500,3530500010,Single Family,01/04/2006,396500,0.911075368,216777,1,2332,920,0,1,2,8,1980,0,0,63000,98000,98198,FALSE
11700,26/11/2013,165000,3530500010,Single Family,01/11/2013,382600,0.879136029,187684,1,2332,920,0,1,2,8,1980,0,0,63000,98000,98198,FALSE
11701,14/01/2008,250000,3530500130,Single Family,01/01/2008,421900,0.969439338,257881,1,1892,1090,0,1.75,2,8,1980,0,0,63000,143000,98198,FALSE
11702,01/04/2008,294500,3530500210,Single Family,01/04/2008,411700,0.946001838,311310,1,2553,1440,0,1.75,2,8,1981,0,0,63000,176000,98198,FALSE
11703,25/01/2007,310000,3530510050,Single Family,01/01/2007,425600,0.977941176,316992,1,3864,1400,0,1.75,2,8,1981,0,0,65000,151000,98198,FALSE
11704,28/04/2008,260000,3530530040,Single Family,01/04/2008,411700,0.946001838,274841,1,2397,1480,0,1.75,2,8,1981,0,0,63000,169000,98198,FALSE
11705,30/06/2006,5250000,3534900270,Single Family,01/06/2006,404400,0.929227941,5649852,1,38135,3090,480,3,5,10,1927,0,0,5538000,609000,98004,FALSE
11706,21/04/2006,1349000,3536900050,Single Family,01/04/2006,396500,0.911075368,1480668,1,22076,3070,0,3,4,11,1979,0,1,873000,851000,98004,FALSE
11707,27/02/2008,1746000,3536900050,Single Family,01/02/2008,418400,0.961397059,1816107,1,22076,3070,0,3,4,11,1979,0,1,873000,851000,98004,FALSE
11708,18/07/2013,2545000,3537900010,Single Family,01/07/2013,370700,0.851792279,2987818,1,14130,4340,330,3.5,4,11,2005,0,0,770000,1363000,98004,FALSE
11709,24/07/2006,1955000,3537900080,Single Family,01/07/2006,407700,0.936810662,2086868,1,12023,3760,0,3.5,5,11,2005,0,0,770000,1280000,98004,FALSE
11710,27/04/2007,739800,3537900175,Single Family,01/04/2007,430900,0.990119485,747183,1,12000,1580,0,1,3,8,1952,0,3,423000,206000,98004,FALSE
11711,19/08/2010,635000,3537900190,Single Family,01/08/2010,339900,0.781020221,813039,1,12000,1430,0,1.5,3,8,1952,0,3,423000,214000,98004,FALSE
11712,26/02/2014,759000,3537900190,Single Family,01/02/2014,389800,0.895680147,847401,1,12000,1430,0,1.5,3,8,1952,0,3,423000,214000,98004,FALSE
11713,10/11/2006,520000,3541600145,Single Family,01/11/2006,421200,0.967830882,537284,1,14180,2490,1030,2,2,9,1987,0,0,129000,339000,98166,FALSE
11714,03/07/2006,419950,3541600230,Single Family,01/07/2006,407700,0.936810662,448276,1,10920,2250,650,2.75,3,8,1969,0,0,141000,286000,98166,FALSE
11715,23/01/2006,435000,3541600365,Single Family,01/01/2006,383200,0.880514706,494029,1,15200,2350,1150,2.5,3,7,1972,0,0,162000,272000,98166,FALSE
11716,21/03/2006,439000,3541600415,Single Family,01/03/2006,392100,0.900965074,487255,1,14500,2160,690,2.5,3,8,1975,0,0,171000,295000,98166,FALSE
11717,13/11/2009,330000,3541700170,Single Family,01/11/2009,350900,0.806295956,409279,1,16000,1420,0,2,3,7,1966,0,0,129000,195000,98166,FALSE
11718,31/08/2011,500000,3544400045,Single Family,01/08/2011,312700,0.718520221,695875,1,5050,2040,880,2,4,7,1937,0,0,233000,388000,98115,FALSE
11719,21/01/2009,475000,3544400136,Single Family,01/01/2009,378200,0.869025735,546589,1,3536,2250,840,2.5,4,7,1926,0,3,177000,308000,98115,FALSE
11720,14/03/2006,436000,3544400150,Single Family,01/03/2006,392100,0.900965074,483926,1,4020,2620,880,3.5,4,7,1928,0,3,212000,272000,98115,FALSE
11721,23/07/2007,468000,3544400236,Single Family,01/07/2007,434200,0.997702206,469078,1,4650,1290,0,1,2,7,1906,0,0,233000,238000,98115,FALSE
11722,26/05/2011,441705,3544400326,Single Family,01/05/2011,316900,0.728170956,606595,1,3022,1880,400,2,4,7,1928,0,2,176000,319000,98115,FALSE
11723,25/08/2012,485000,3544400356,Single Family,01/08/2012,327500,0.752527574,644495,1,3315,1690,0,2,4,8,1926,0,2,176000,372000,98115,FALSE
11724,17/10/2006,660000,3544900056,Single Family,01/10/2006,418300,0.961167279,686665,1,4284,2600,820,3.25,4,8,1927,0,2,186000,446000,98115,FALSE
11725,08/06/2006,337950,3546000490,Single Family,01/06/2006,404400,0.929227941,363689,1,7251,2060,710,2.75,4,7,1987,0,0,82000,174000,98030,FALSE
11726,20/03/2008,690000,3547900055,Single Family,01/03/2008,415100,0.953814338,723411,1,4000,1720,180,1.5,3,8,1939,0,1,262000,279000,98199,FALSE
11727,20/08/2007,930000,3547900145,Single Family,01/08/2007,434600,0.998621324,931284,1,8075,2870,250,3,4,9,1920,0,1,416000,622000,98199,FALSE
11728,19/04/2010,389000,3547900175,Single Family,01/04/2010,349100,0.802159926,484941,1,5000,1340,240,1.5,3,7,1949,0,0,320000,241000,98199,FALSE
11729,27/05/2010,172000,3550800021,Single Family,01/05/2010,347800,0.799172794,215223,1,7920,890,0,1,3,6,1950,0,0,76000,136000,98146,FALSE
11730,04/04/2006,318000,3550800080,Single Family,01/04/2006,396500,0.911075368,349038,1,8160,2200,1020,1.75,5,7,1961,2006,0,77000,204000,98146,FALSE
11731,30/01/2007,500000,3550800080,Single Family,01/01/2007,425600,0.977941176,511278,1,8160,2200,1020,1.75,5,7,1961,2006,0,77000,204000,98146,FALSE
11732,20/08/2008,565000,3558900430,Single Family,01/08/2008,397900,0.914292279,617964,1,8067,2300,1000,2.25,3,8,1979,0,0,136000,401000,98034,FALSE
11733,10/01/2006,459950,3558900520,Single Family,01/01/2006,383200,0.880514706,522365,1,8400,2130,700,1.75,4,7,1969,0,0,143000,334000,98034,FALSE
11734,25/11/2014,360000,3558900590,Single Family,01/11/2014,410700,0.943704044,381476,1,10080,2230,840,1.75,6,7,1969,0,0,151000,305000,98034,FALSE
11735,24/07/2006,499900,3558900670,Single Family,01/07/2006,407700,0.936810662,533619,1,8172,2230,890,1.75,3,7,1977,0,0,143000,290000,98034,FALSE
11736,02/01/2007,484000,3558910230,Single Family,01/01/2007,425600,0.977941176,494917,1,8750,1970,480,2.5,3,7,1972,0,0,143000,374000,98034,FALSE
11737,18/05/2010,407900,3558910360,Single Family,01/05/2010,347800,0.799172794,510403,1,7875,1560,0,2,4,7,1971,0,0,143000,305000,98034,FALSE
11738,10/08/2006,459900,3558910600,Single Family,01/08/2006,411100,0.944623162,486861,1,8560,1870,420,1.75,3,7,1969,0,0,143000,326000,98034,FALSE
11741,28/07/2006,399000,3560800070,Single Family,01/07/2006,407700,0.936810662,425913,1,6800,1440,610,1,3,7,1945,0,1,223000,162000,98136,FALSE
11742,10/03/2006,510000,3566800065,Single Family,01/03/2006,392100,0.900965074,566060,1,5880,1770,500,3,4,8,1937,0,0,288000,406000,98117,FALSE
11743,08/06/2007,535000,3566800290,Single Family,01/06/2007,433200,0.995404412,537470,1,2940,1940,760,2,3,7,1988,0,0,198000,292000,98117,FALSE
11744,01/06/2006,452700,3566800415,Single Family,01/06/2006,404400,0.929227941,487179,1,5880,940,0,1,2,7,1939,0,0,288000,137000,98117,FALSE
11745,11/09/2009,610160,3566800495,Single Family,01/09/2009,351800,0.808363971,754809,1,3012,2510,570,3,3,8,1988,0,0,208000,467000,98117,FALSE
11746,17/05/2006,655900,3570000120,Single Family,01/05/2006,400600,0.920496324,712550,1,28500,2020,0,2.5,3,8,1976,0,0,322000,208000,98075,FALSE
11747,23/05/2011,330000,3570000130,Single Family,01/05/2011,316900,0.728170956,453190,1,27820,2240,0,2.75,4,8,1976,0,0,317000,247000,98075,FALSE
11748,20/04/2009,449580,3570300010,Single Family,01/04/2009,365000,0.838694853,536047,1,3557,1380,0,2.25,3,7,2009,0,0,207000,284000,98052,TRUE
11749,08/09/2009,500000,3570300050,Single Family,01/09/2009,351800,0.808363971,618533,1,2789,1930,0,2.5,3,7,2010,0,0,207000,357000,98052,TRUE
11750,16/10/2008,440000,3570300080,Single Family,01/10/2008,390600,0.897518382,490241,1,3015,1380,0,2.25,3,7,2009,0,0,207000,284000,98052,TRUE
11751,06/09/2009,499995,3570300090,Single Family,01/09/2009,351800,0.808363971,618527,1,3514,1930,0,2.5,3,7,2010,0,0,207000,357000,98052,TRUE
